1.64E+18,0.085809814,0.131980367,-0.039067105,-0.157841515,0
1.64E+18,0.09580542,0.098930914,-0.070321783,-0.236151045,0
1.64E+18,0.105801758,0.192563138,-0.125832511,-0.314403072,0
1.64E+18,0.115796875,0.381229853,-0.135061674,-0.330491489,0
1.64E+18,0.12579248,0.533632829,-0.156730923,-0.313841128,0
1.64E+18,0.135788574,0.541425091,-0.228260182,-0.258179063,0
1.64E+18,0.145784668,0.412052861,-0.272646436,-0.212472848,0
1.64E+18,0.155780762,0.135534844,-0.286743204,-0.175894875,0
1.64E+18,0.165775635,-0.104489133,-0.206669843,-0.150947837,0
1.64E+18,0.175771729,-0.124562199,-0.085517452,-0.140854797,0
1.64E+18,0.185767578,-0.036726679,-0.051393795,-0.07638912,0
1.64E+18,0.195763672,-0.079687869,-0.033397535,0.006623592,0
1.64E+18,0.205759521,-0.21077684,0.189114166,0.03216244,0
1.64E+18,0.215755615,-0.42448798,0.37929377,0.038965508,0
1.64E+18,0.225750488,-0.393960155,0.443807159,0.073279664,0
1.64E+18,0.235746582,-0.243342308,0.514601966,0.043370136,0
1.64E+18,0.245742676,-0.096965752,0.612826485,-0.146256656,0
1.64E+18,0.25573877,0.031121699,0.549243217,-0.368042491,0
1.64E+18,0.265734375,0.221648362,0.389495138,-0.590121025,0
1.64E+18,0.275730469,0.422567825,0.212984287,-0.771033107,0
1.64E+18,0.28572583,0.684935736,-0.043777182,-0.835602683,0
1.64E+18,0.29572168,0.726343851,-0.295432414,-0.542970968,0
1.64E+18,0.305717529,0.373269249,-0.328385859,0.033341056,0
1.64E+18,0.315713623,-0.327493586,-0.217673468,0.696861006,0
1.64E+18,0.325709717,-0.993861985,-0.120280284,1.248371145,0
1.64E+18,0.335705566,-1.144735268,0.156928491,1.446108616,0
1.64E+18,0.345700684,-0.57521221,0.498617192,1.17295708,0
1.64E+18,0.355696777,0.239538239,0.508031647,0.680891356,0
1.64E+18,0.365692383,0.814285754,0.354300783,-0.027571094,0
1.64E+18,0.375688721,1.297768943,0.084459468,-0.758718473,0
1.64E+18,0.38568457,1.697930876,-0.257514918,-1.215698125,0
1.64E+18,0.395680664,1.682075719,-0.376411639,-1.368791276,0
1.64E+18,0.405675537,1.342830905,-0.181176359,-1.198106646,0
1.64E+18,0.415671631,1.070659393,-0.011674363,-0.578353649,0
1.64E+18,0.425667725,0.820260737,-0.06672975,0.40230837,0
1.64E+18,0.435663574,0.426852371,-0.235435919,1.206386106,0
1.64E+18,0.445659912,0.274831087,-0.221501136,1.388354639,0
1.64E+18,0.45565625,0.260792624,-0.178373577,1.136489052,0
